Station ID,Observer ID,Serial Number,Date,Time,ObsG,Dial,Feedback Correction,Earthtide Correction,Level Correction,Temperature Correction,Beam Error,Height,Elevation,Latitude,Longitude,Elapsed Time,Standard Deviation,Temperature Frequency,Note
GUI10,pablo,B-28,2024/05/08,10:38:09,0.89662,2834,0.652,0.101,0,0.038,-0.0005,0,525.2677,28.40469649,-16.36276197,134,0.0065,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:38:30,0.894621,2834,0.65,0.101,0,0.038,-0.0003,0,525.2677,28.40469649,-16.36276197,155,0.0035,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:38:51,0.892622,2834,0.648,0.101,0,0.038,-0.0002,0,525.2677,28.40469649,-16.36276197,176,0.0036,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:39:14,0.890623,2834,0.645,0.102,0,0.038,-0.0006,0,525.2677,28.40469649,-16.36276197,199,0.0033,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:39:41,0.888624,2834,0.643,0.102,0,0.038,-0.0004,0,525.2677,28.40469649,-16.36276197,226,0.0046,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:40:00,0.883625,2834,0.638,0.103,0,0.038,-0.0005,0,525.2677,28.40469649,-16.36276197,245,0.0028,0,No notes.
GUI10,pablo,B-28,2024/05/08,10:40:16,0.882626,2834,0.636,0.103,0,0.038,-0.0001,0,525.2677,28.40469649,-16.36276197,261,0.0025,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:29:38,0.91269,2805,0.619,0.154,0,0.038,0.0031,0,674.3324,28.39123175,-16.39133992,67,0.0062,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:30:16,0.906692,2805,0.612,0.154,0,0.038,-0.0006,0,674.3324,28.39123175,-16.39133992,105,0.003,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:30:32,0.908693,2805,0.613,0.155,0,0.038,0.0002,0,674.3324,28.39123175,-16.39133992,121,0.0021,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:30:50,0.908694,2805,0.614,0.155,0,0.038,-0.0001,0,674.3324,28.39123175,-16.39133992,139,0.0023,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:31:12,0.905695,2805,0.61,0.155,0,0.038,-0.0002,0,674.3324,28.39123175,-16.39133992,161,0.0028,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:31:28,0.904696,2805,0.609,0.155,0,0.038,-0.0004,0,674.3324,28.39123175,-16.39133992,177,0.0026,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:31:45,0.903697,2805,0.607,0.156,0,0.038,-0.0005,0,674.3324,28.39123175,-16.39133992,194,0.0036,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:32:02,0.900697,2805,0.605,0.156,0,0.038,-0.0002,0,674.3324,28.39123175,-16.39133992,211,0.0031,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:32:18,0.899698,2805,0.603,0.156,0,0.038,-0.0006,0,674.3324,28.39123175,-16.39133992,227,0.0026,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:32:34,0.899699,2805,0.602,0.156,0,0.038,-0.0001,0,674.3324,28.39123175,-16.39133992,243,0.0031,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:33:02,0.899701,2805,0.603,0.157,0,0.038,-0.0004,0,674.3324,28.39123175,-16.39133992,271,0.0043,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:33:19,0.897701,2805,0.6,0.157,0,0.038,0.0,0,674.3324,28.39123175,-16.39133992,288,0.0028,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:33:35,0.893702,2805,0.596,0.157,0,0.038,-0.0007,0,674.3324,28.39123175,-16.39133992,304,0.0027,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:33:51,0.892703,2805,0.595,0.157,0,0.038,-0.0001,0,674.3324,28.39123175,-16.39133992,320,0.0046,0,No notes.
GUI11,pablo,B-28,2024/05/08,11:34:07,0.892704,2805,0.594,0.158,0,0.038,-0.0001,0,674.3324,28.39123175,-16.39133992,336,0.0029,0,No notes.
GUI12,pablo,B-28,2024/05/08,12:10:51,0.898284,2862,0.571,0.185,0,0.038,-0.0037,0,405.1177,28.36295599,-16.39382735,51,0.008,0,No notes.
GUI12,pablo,B-28,2024/05/08,12:11:38,0.899286,2862,0.571,0.185,0,0.037,0.0001,0,405.1177,28.36295599,-16.39382735,98,0.0043,2,No notes.
GUI12,pablo,B-28,2024/05/08,12:12:07,0.898288,2862,0.57,0.186,0,0.037,-0.0002,0,405.1177,28.36295599,-16.39382735,127,0.0021,2,No notes.
GUI12,pablo,B-28,2024/05/08,12:12:25,0.895289,2862,0.567,0.186,0,0.037,-0.0004,0,405.1177,28.36295599,-16.39382735,145,0.0038,3,No notes.
GUI12,pablo,B-28,2024/05/08,12:12:58,0.89129,2862,0.563,0.186,0,0.036,-0.0014,0,405.1177,28.36295599,-16.39382735,178,0.0064,4,No notes.
GUI12,pablo,B-28,2024/05/08,12:13:20,0.893291,2862,0.566,0.186,0,0.036,-0.0004,0,405.1177,28.36295599,-16.39382735,200,0.0091,5,No notes.
GUI12,pablo,B-28,2024/05/08,12:13:35,0.893292,2862,0.565,0.187,0,0.036,0.0016,0,405.1177,28.36295599,-16.39382735,215,0.0049,6,No notes.
GUI12,pablo,B-28,2024/05/08,12:14:19,0.890294,2862,0.563,0.187,0,0.035,-0.0002,0,405.1177,28.36295599,-16.39382735,259,0.002,7,No notes.
GUI12,pablo,B-28,2024/05/08,12:14:40,0.887295,2862,0.56,0.187,0,0.035,-0.0002,0,405.1177,28.36295599,-16.39382735,280,0.0019,9,No notes.
GUI12,pablo,B-28,2024/05/08,12:15:21,0.884298,2862,0.557,0.187,0,0.034,-0.0007,0,405.1177,28.36295599,-16.39382735,321,0.0034,10,No notes.
GUI12,pablo,B-28,2024/05/08,12:16:41,0.884302,2862,0.558,0.188,0,0.033,0.0002,0,405.1177,28.36295599,-16.39382735,401,0.0018,14,No notes.
GUI12,pablo,B-28,2024/05/08,12:17:30,0.885304,2862,0.558,0.189,0,0.032,0.0,0,405.1177,28.36295599,-16.39382735,450,0.003,17,No notes.
GUI12,pablo,B-28,2024/05/08,12:17:46,0.882305,2862,0.556,0.189,0,0.032,-0.0006,0,405.1177,28.36295599,-16.39382735,466,0.0032,17,No notes.
GUI13,pablo,B-28,2024/05/08,12:53:22,0.871955,2788,0.53,0.203,0,0.033,0.0001,0,761.7352,28.37273784,-16.40756124,107,0.0014,13,No notes.
GUI13,pablo,B-28,2024/05/08,12:53:43,0.858956,2788,0.516,0.203,0,0.033,-0.0016,0,761.7352,28.37273784,-16.40756124,128,0.0064,14,No notes.
GUI13,pablo,B-28,2024/05/08,12:54:18,0.852958,2788,0.51,0.203,0,0.033,-0.0009,0,761.7352,28.37273784,-16.40756124,163,0.0061,13,No notes.
GUI13,pablo,B-28,2024/05/08,12:54:44,0.847959,2788,0.505,0.203,0,0.033,-0.0004,0,761.7352,28.37273784,-16.40756124,189,0.0029,13,No notes.
GUI13,pablo,B-28,2024/05/08,12:55:01,0.84096,2788,0.498,0.203,0,0.033,-0.0009,0,761.7352,28.37273784,-16.40756124,206,0.0031,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:55:17,0.839961,2788,0.496,0.203,0,0.033,-0.0006,0,761.7352,28.37273784,-16.40756124,222,0.0033,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:55:38,0.838962,2788,0.496,0.203,0,0.033,-0.0001,0,761.7352,28.37273784,-16.40756124,243,0.0035,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:55:55,0.833963,2788,0.49,0.203,0,0.033,-0.0009,0,761.7352,28.37273784,-16.40756124,260,0.0027,13,No notes.
GUI13,pablo,B-28,2024/05/08,12:56:11,0.831964,2788,0.488,0.203,0,0.033,-0.0005,0,761.7352,28.37273784,-16.40756124,276,0.0041,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:56:28,0.828964,2788,0.485,0.203,0,0.034,-0.0009,0,761.7352,28.37273784,-16.40756124,293,0.0039,11,No notes.
GUI13,pablo,B-28,2024/05/08,12:56:43,0.824965,2788,0.481,0.203,0,0.033,-0.0006,0,761.7352,28.37273784,-16.40756124,308,0.0017,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:57:00,0.820966,2788,0.477,0.203,0,0.033,-0.001,0,761.7352,28.37273784,-16.40756124,325,0.0025,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:57:19,0.819967,2788,0.475,0.204,0,0.033,-0.0002,0,761.7352,28.37273784,-16.40756124,344,0.0028,13,No notes.
GUI13,pablo,B-28,2024/05/08,12:57:36,0.813968,2788,0.471,0.204,0,0.033,-0.0006,0,761.7352,28.37273784,-16.40756124,361,0.0038,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:57:51,0.813969,2788,0.47,0.204,0,0.033,0.0001,0,761.7352,28.37273784,-16.40756124,376,0.0031,12,No notes.
GUI13,pablo,B-28,2024/05/08,12:58:07,0.814969,2788,0.471,0.204,0,0.033,0.0002,0,761.7352,28.37273784,-16.40756124,392,0.0029,12,No notes.
GUI14,pablo,B-28,2024/05/08,13:37:17,0.800087,2777,0.457,0.204,0,0.032,-0.0052,0,842.8352,28.34175567,-16.43676986,65,0.0087,15,No notes.
GUI14,pablo,B-28,2024/05/08,13:38:34,0.808091,2777,0.465,0.204,0,0.032,-0.0004,0,842.8352,28.34175567,-16.43676986,142,0.0061,17,No notes.
GUI14,pablo,B-28,2024/05/08,13:39:22,0.813093,2777,0.47,0.203,0,0.031,0.0008,0,842.8352,28.34175567,-16.43676986,190,0.0025,18,No notes.
GUI14,pablo,B-28,2024/05/08,13:39:42,0.811094,2777,0.469,0.203,0,0.031,0.0005,0,842.8352,28.34175567,-16.43676986,210,0.0062,18,No notes.
GUI14,pablo,B-28,2024/05/08,13:40:05,0.810095,2777,0.469,0.203,0,0.031,0.0011,0,842.8352,28.34175567,-16.43676986,233,0.0066,18,No notes.
GUI15,pablo,B-28,2024/05/08,13:59:43,0.319154,2782,-0.015,0.197,0,0.029,-0.0049,0,818.9214,28.33499592,-16.4363083,51,0.009,25,No notes.
GUI15,pablo,B-28,2024/05/08,13:59:59,0.326155,2782,-0.008,0.197,0,0.029,0.0005,0,818.9214,28.33499592,-16.4363083,67,0.0018,24,No notes.
GUI15,pablo,B-28,2024/05/08,14:00:16,0.326156,2782,-0.007,0.197,0,0.03,0.0002,0,818.9214,28.33499592,-16.4363083,84,0.0026,23,No notes.
GUI15,pablo,B-28,2024/05/08,14:00:33,0.326157,2782,-0.007,0.197,0,0.029,0.0003,0,818.9214,28.33499592,-16.4363083,101,0.0031,24,No notes.
GUI15,pablo,B-28,2024/05/08,14:00:49,0.327158,2782,-0.006,0.197,0,0.03,0.0001,0,818.9214,28.33499592,-16.4363083,117,0.0017,23,No notes.
GUI15,pablo,B-28,2024/05/08,14:01:05,0.328158,2782,-0.005,0.197,0,0.03,0.0001,0,818.9214,28.33499592,-16.4363083,133,0.0025,23,No notes.
GUI15,pablo,B-28,2024/05/08,14:01:22,0.328159,2782,-0.005,0.196,0,0.03,0.0001,0,818.9214,28.33499592,-16.4363083,150,0.0027,23,No notes.
GUI15,pablo,B-28,2024/05/08,14:01:37,0.32816,2782,-0.005,0.196,0,0.03,-0.0001,0,818.9214,28.33499592,-16.4363083,165,0.0012,21,No notes.
GUI15,pablo,B-28,2024/05/08,14:01:55,0.328161,2782,-0.005,0.196,0,0.03,0.0,0,818.9214,28.33499592,-16.4363083,183,0.0017,22,No notes.
GUI17,pablo,B-28,2024/05/08,14:57:52,0.246847,2729,-0.048,0.161,0,0.033,-0.0006,0,1078.7116,28.33046276,-16.44813599,67,0.0022,13,No notes.
GUI17,pablo,B-28,2024/05/08,14:58:34,0.260849,2729,-0.033,0.16,0,0.033,0.0027,0,1078.7116,28.33046276,-16.44813599,109,0.0041,13,No notes.
GUI17,pablo,B-28,2024/05/08,14:59:03,0.25585,2729,-0.038,0.16,0,0.034,-0.0001,0,1078.7116,28.33046276,-16.44813599,138,0.0022,11,No notes.
GUI17,pablo,B-28,2024/05/08,14:59:18,0.253851,2729,-0.04,0.159,0,0.034,-0.0006,0,1078.7116,28.33046276,-16.44813599,153,0.0025,11,No notes.
GUI17,pablo,B-28,2024/05/08,14:59:35,0.252852,2729,-0.041,0.159,0,0.033,-0.0004,0,1078.7116,28.33046276,-16.44813599,170,0.0026,12,No notes.
GUI17,pablo,B-28,2024/05/08,14:59:52,0.248853,2729,-0.045,0.159,0,0.034,-0.0005,0,1078.7116,28.33046276,-16.44813599,187,0.0026,11,No notes.
GUI17,pablo,B-28,2024/05/08,15:00:12,0.247854,2729,-0.046,0.159,0,0.033,-0.0004,0,1078.7116,28.33046276,-16.44813599,207,0.0016,12,No notes.
GUI17,pablo,B-28,2024/05/08,15:00:27,0.245854,2729,-0.047,0.158,0,0.034,-0.0005,0,1078.7116,28.33046276,-16.44813599,222,0.0028,11,No notes.
GUI17,pablo,B-28,2024/05/08,15:00:43,0.240855,2729,-0.052,0.158,0,0.034,-0.0007,0,1078.7116,28.33046276,-16.44813599,238,0.0016,11,No notes.
GUI17,pablo,B-28,2024/05/08,15:01:01,0.240856,2729,-0.052,0.158,0,0.034,0.0,0,1078.7116,28.33046276,-16.44813599,256,0.0021,11,No notes.
GUI18,pablo,B-28,2024/05/08,15:31:40,0.183565,2661,-0.079,0.129,0,0.033,-0.0032,0,1391.9313,28.32599541,-16.45814945,76,0.0063,13,No notes.
GUI18,pablo,B-28,2024/05/08,15:32:09,0.187567,2661,-0.075,0.128,0,0.032,-0.0005,0,1391.9313,28.32599541,-16.45814945,105,0.0038,16,No notes.
GUI18,pablo,B-28,2024/05/08,15:32:25,0.187567,2661,-0.074,0.128,0,0.032,-0.0006,0,1391.9313,28.32599541,-16.45814945,121,0.0058,16,No notes.
GUI18,pablo,B-28,2024/05/08,15:32:41,0.183568,2661,-0.077,0.128,0,0.032,0.0001,0,1391.9313,28.32599541,-16.45814945,137,0.0023,16,No notes.
GUI18,pablo,B-28,2024/05/08,15:32:57,0.183569,2661,-0.077,0.127,0,0.032,-0.0003,0,1391.9313,28.32599541,-16.45814945,153,0.0013,16,No notes.
GUI18,pablo,B-28,2024/05/08,15:33:16,0.18257,2661,-0.078,0.127,0,0.032,0.0001,0,1391.9313,28.32599541,-16.45814945,172,0.0029,17,No notes.
GUI18,pablo,B-28,2024/05/08,15:33:34,0.184571,2661,-0.077,0.127,0,0.032,0.0004,0,1391.9313,28.32599541,-16.45814945,190,0.0019,15,No notes.
GUI18,pablo,B-28,2024/05/08,15:33:53,0.184572,2661,-0.075,0.126,0,0.031,0.0002,0,1391.9313,28.32599541,-16.45814945,209,0.0013,18,No notes.
GUI18,pablo,B-28,2024/05/08,15:34:54,0.184575,2661,-0.074,0.126,0,0.031,0.0003,0,1391.9313,28.32599541,-16.45814945,270,0.0015,20,No notes.
GUI18,pablo,B-28,2024/05/08,15:35:19,0.180576,2661,-0.076,0.125,0,0.03,-0.0003,0,1391.9313,28.32599541,-16.45814945,295,0.0022,21,No notes.
GUI18,pablo,B-28,2024/05/08,15:35:35,0.180577,2661,-0.076,0.125,0,0.031,-0.0002,0,1391.9313,28.32599541,-16.45814945,311,0.0019,20,No notes.
GUI19,pablo,B-28,2024/05/08,16:11:52,0.137684,2827,-0.081,0.084,0,0.032,-0.0005,0,599.306,28.32841012,-16.42687064,162,0.0031,15,No notes.
GUI19,pablo,B-28,2024/05/08,16:12:19,0.133686,2827,-0.085,0.084,0,0.033,-0.0011,0,599.306,28.32841012,-16.42687064,189,0.0046,12,No notes.
GUI19,pablo,B-28,2024/05/08,16:12:54,0.137687,2827,-0.081,0.083,0,0.034,0.0006,0,599.306,28.32841012,-16.42687064,224,0.002,11,No notes.
GUI19,pablo,B-28,2024/05/08,16:13:14,0.137688,2827,-0.081,0.083,0,0.034,0.0,0,599.306,28.32841012,-16.42687064,244,0.0018,11,No notes.
GUI19,pablo,B-28,2024/05/08,16:13:30,0.136689,2827,-0.081,0.082,0,0.034,0.0001,0,599.306,28.32841012,-16.42687064,260,0.0015,10,No notes.
GUI19,pablo,B-28,2024/05/08,16:13:46,0.13769,2827,-0.08,0.082,0,0.034,0.0,0,599.306,28.32841012,-16.42687064,276,0.0018,10,No notes.
GUI19,pablo,B-28,2024/05/08,16:14:02,0.137691,2827,-0.081,0.082,0,0.035,-0.0001,0,599.306,28.32841012,-16.42687064,292,0.002,9,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:09:29,0.137002,2834,-0.018,0.017,0,0.038,-0.0052,0,607.7105,28.4795576,-16.32038175,72,0.009,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:09:46,0.146003,2834,-0.008,0.017,0,0.038,0.0003,0,607.7105,28.4795576,-16.32038175,89,0.0016,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:10:12,0.148004,2834,-0.006,0.016,0,0.038,0.0003,0,607.7105,28.4795576,-16.32038175,115,0.0012,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:10:29,0.148005,2834,-0.005,0.016,0,0.038,0.0,0,607.7105,28.4795576,-16.32038175,132,0.0016,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:10:49,0.149006,2834,-0.004,0.015,0,0.038,0.0003,0,607.7105,28.4795576,-16.32038175,152,0.0025,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:11:06,0.149007,2834,-0.004,0.015,0,0.038,0.0001,0,607.7105,28.4795576,-16.32038175,169,0.0031,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:11:28,0.150008,2834,-0.002,0.015,0,0.038,0.0002,0,607.7105,28.4795576,-16.32038175,191,0.0025,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:11:43,0.151009,2834,-0.001,0.014,0,0.038,0.0003,0,607.7105,28.4795576,-16.32038175,206,0.0048,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:12:09,0.15201,2834,0.0,0.014,0,0.038,0.0,0,607.7105,28.4795576,-16.32038175,232,0.0021,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:12:30,0.153011,2834,0.002,0.014,0,0.038,0.0,0,607.7105,28.4795576,-16.32038175,253,0.002,0,No notes.
IPNA_out,pablo,B-28,2024/05/08,17:12:46,0.153012,2834,0.003,0.013,0,0.038,0.0,0,607.7105,28.4795576,-16.32038175,269,0.0028,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:01:33,0.801528,2521,0.742,-0.084,0,0.038,-0.0036,0,1946.8109,28.37399983,-16.46387039,52,0.0057,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:01:49,0.807528,2521,0.748,-0.084,0,0.038,0.0014,0,1946.8109,28.37399983,-16.46387039,68,0.0032,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:02:05,0.806529,2521,0.747,-0.084,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,84,0.0053,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:02:21,0.80853,2521,0.748,-0.084,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,100,0.0017,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:02:36,0.80653,2521,0.746,-0.084,0,0.038,-0.0005,0,1946.8109,28.37399983,-16.46387039,115,0.0037,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:02:52,0.808531,2521,0.748,-0.084,0,0.038,0.0002,0,1946.8109,28.37399983,-16.46387039,131,0.0019,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:03:08,0.807532,2521,0.746,-0.084,0,0.038,-0.0004,0,1946.8109,28.37399983,-16.46387039,147,0.0022,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:03:24,0.807533,2521,0.747,-0.083,0,0.038,0.0,0,1946.8109,28.37399983,-16.46387039,163,0.0019,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:03:40,0.807533,2521,0.747,-0.083,0,0.038,0.0001,0,1946.8109,28.37399983,-16.46387039,179,0.0025,0,No notes.
CHIP,pablo,B-28,2024/05/09,08:03:56,0.806534,2521,0.745,-0.083,0,0.038,-0.0002,0,1946.8109,28.37399983,-16.46387039,195,0.0015,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:25:19,0.916838,2422,0.731,0.039,0,0.038,-0.0037,0,2417.5,28.30915,-16.49975,147,0.0073,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:26:14,0.922841,2422,0.736,0.042,0,0.038,0.0,0,2417.5,28.30915,-16.49975,202,0.0019,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:26:37,0.922842,2422,0.734,0.043,0,0.038,0.0,0,2417.5,28.30915,-16.49975,225,0.0023,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:26:58,0.922843,2422,0.734,0.043,0,0.038,0.0,0,2417.5,28.30915,-16.49975,246,0.0024,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:27:21,0.922844,2422,0.734,0.043,0,0.038,0.0,0,2417.5,28.30915,-16.49975,269,0.0018,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:27:39,0.923845,2422,0.734,0.044,0,0.038,0.0001,0,2417.5,28.30915,-16.49975,287,0.0026,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:28:07,0.923846,2422,0.734,0.044,0,0.038,-0.0001,0,2417.5,28.30915,-16.49975,315,0.0028,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:28:22,0.923846,2422,0.734,0.045,0,0.038,-0.0001,0,2417.5,28.30915,-16.49975,330,0.0015,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:28:41,0.924847,2422,0.734,0.045,0,0.038,-0.0001,0,2417.5,28.30915,-16.49975,349,0.0016,0,No notes.
IZAN,pablo,B-28,2024/05/09,10:29:02,0.924848,2422,0.734,0.045,0,0.038,0.0,0,2417.5,28.30915,-16.49975,370,0.0018,0,No notes.
FA08,pablo,B-28,2024/05/09,11:35:27,0.968801,2482,0.704,0.117,0,0.038,0.0005,0,2234.1424,28.28183549,-16.51678611,78,0.0027,0,No notes.
FA08,pablo,B-28,2024/05/09,11:35:45,0.967802,2482,0.702,0.118,0,0.038,0.0001,0,2234.1424,28.28183549,-16.51678611,96,0.0024,0,No notes.
FA08,pablo,B-28,2024/05/09,11:36:03,0.962803,2482,0.696,0.118,0,0.038,-0.0007,0,2234.1424,28.28183549,-16.51678611,114,0.0023,0,No notes.
FA08,pablo,B-28,2024/05/09,11:36:20,0.963803,2482,0.697,0.118,0,0.038,0.0001,0,2234.1424,28.28183549,-16.51678611,131,0.003,0,No notes.
FA08,pablo,B-28,2024/05/09,11:36:36,0.962804,2482,0.696,0.119,0,0.038,-0.0004,0,2234.1424,28.28183549,-16.51678611,147,0.0027,0,No notes.
FA08,pablo,B-28,2024/05/09,11:36:51,0.959805,2482,0.692,0.119,0,0.038,-0.0006,0,2234.1424,28.28183549,-16.51678611,162,0.0025,0,No notes.
FA08,pablo,B-28,2024/05/09,11:37:15,0.958806,2482,0.691,0.119,0,0.038,-0.0004,0,2234.1424,28.28183549,-16.51678611,186,0.0029,0,No notes.
FA08,pablo,B-28,2024/05/09,11:37:36,0.962807,2482,0.695,0.119,0,0.038,0.0004,0,2234.1424,28.28183549,-16.51678611,207,0.0033,0,No notes.
FA08,pablo,B-28,2024/05/09,11:37:52,0.962807,2482,0.695,0.12,0,0.038,-0.0009,0,2234.1424,28.28183549,-16.51678611,223,0.005,0,No notes.
FA08,pablo,B-28,2024/05/09,11:38:25,0.963809,2482,0.695,0.12,0,0.038,0.0,0,2234.1424,28.28183549,-16.51678611,256,0.0033,0,No notes.
FA08,pablo,B-28,2024/05/09,11:38:41,0.963809,2482,0.695,0.121,0,0.038,0.0,0,2234.1424,28.28183549,-16.51678611,272,0.0019,0,No notes.
FA09,pablo,B-28,2024/05/09,12:14:15,0.305126,2485,0.006,0.153,0,0.038,0.0042,0,2197.4417,28.27277251,-16.51624688,101,0.0075,0,No notes.
FA09,pablo,B-28,2024/05/09,12:14:40,0.299127,2485,0.0,0.153,0,0.038,-0.0003,0,2197.4417,28.27277251,-16.51624688,126,0.0014,0,No notes.
FA09,pablo,B-28,2024/05/09,12:14:58,0.300128,2485,0.001,0.153,0,0.038,0.0,0,2197.4417,28.27277251,-16.51624688,144,0.0016,0,No notes.
FA09,pablo,B-28,2024/05/09,12:15:15,0.300129,2485,0.001,0.154,0,0.038,0.0,0,2197.4417,28.27277251,-16.51624688,161,0.0014,0,No notes.
FA09,pablo,B-28,2024/05/09,12:15:40,0.29813,2485,-0.001,0.154,0,0.038,-0.0005,0,2197.4417,28.27277251,-16.51624688,186,0.0014,0,No notes.
FA09,pablo,B-28,2024/05/09,12:15:57,0.295131,2485,-0.005,0.154,0,0.038,-0.0004,0,2197.4417,28.27277251,-16.51624688,203,0.0015,0,No notes.
FA09,pablo,B-28,2024/05/09,12:16:13,0.296131,2485,-0.005,0.154,0,0.038,-0.0003,0,2197.4417,28.27277251,-16.51624688,219,0.0019,0,No notes.
FA10,pablo,B-28,2024/05/09,12:40:21,0.279417,2507,-0.035,0.172,0,0.037,0.0008,0,2080.8778,28.25952427,-16.51998889,66,0.0019,1,No notes.
FA10,pablo,B-28,2024/05/09,12:40:52,0.280418,2507,-0.034,0.172,0,0.037,-0.0001,0,2080.8778,28.25952427,-16.51998889,97,0.0024,1,No notes.
FA10,pablo,B-28,2024/05/09,12:41:21,0.280419,2507,-0.034,0.172,0,0.037,0.0003,0,2080.8778,28.25952427,-16.51998889,126,0.0013,1,No notes.
FA10,pablo,B-28,2024/05/09,12:41:40,0.28142,2507,-0.034,0.173,0,0.037,0.0,0,2080.8778,28.25952427,-16.51998889,146,0.0026,1,No notes.
FA10,pablo,B-28,2024/05/09,12:41:59,0.280421,2507,-0.035,0.173,0,0.037,0.0,0,2080.8778,28.25952427,-16.51998889,164,0.0028,2,No notes.
FA10,pablo,B-28,2024/05/09,12:42:15,0.280422,2507,-0.035,0.173,0,0.037,-0.0001,0,2080.8778,28.25952427,-16.51998889,181,0.0017,2,No notes.
FA10,pablo,B-28,2024/05/09,12:42:32,0.279422,2507,-0.036,0.173,0,0.037,0.0001,0,2080.8778,28.25952427,-16.51998889,198,0.0018,2,No notes.
FA10,pablo,B-28,2024/05/09,12:42:49,0.279423,2507,-0.036,0.173,0,0.037,-0.0003,0,2080.8778,28.25952427,-16.51998889,214,0.0019,2,No notes.
FA10,pablo,B-28,2024/05/09,12:43:07,0.279424,2507,-0.036,0.173,0,0.037,-0.0001,0,2080.8778,28.25952427,-16.51998889,232,0.0021,3,No notes.
FA10,pablo,B-28,2024/05/09,12:43:24,0.279425,2507,-0.037,0.174,0,0.037,-0.0001,0,2080.8778,28.25952427,-16.51998889,249,0.0018,3,No notes.
FA10,pablo,B-28,2024/05/09,12:43:43,0.277425,2507,-0.038,0.174,0,0.037,-0.0001,0,2080.8778,28.25952427,-16.51998889,268,0.0017,3,No notes.
FA10,pablo,B-28,2024/05/09,12:44:00,0.277426,2507,-0.038,0.174,0,0.036,-0.0001,0,2080.8778,28.25952427,-16.51998889,285,0.002,4,No notes.
FA11,pablo,B-28,2024/05/09,13:08:13,0.274044,2493,-0.057,0.187,0,0.034,0.0006,0,2146.0544,28.27622511,-16.50894146,68,0.0028,11,No notes.
FA11,pablo,B-28,2024/05/09,13:08:30,0.275045,2493,-0.057,0.187,0,0.034,-0.0001,0,2146.0544,28.27622511,-16.50894146,85,0.0019,10,No notes.
FA11,pablo,B-28,2024/05/09,13:08:46,0.273046,2493,-0.058,0.187,0,0.033,-0.0001,0,2146.0544,28.27622511,-16.50894146,101,0.0022,12,No notes.
