Station ID;Observer ID;Serial Number;Date;Time;ObsG;Dial;Feedback Correction;Earthtide Correction;Level Correction;Temperature Correction;Beam Error;Height;Elevation;Latitude;Longitude;Elapsed Time;Standard Deviation;Temperature Frequency;Note;Gradient;datetime;period;Drift_Estimated;G_final_corrected
MI04;pablo;B-28;2024/05/10;11:30:14;0,001;2749;-0,103;0,066;0;0,038;-0,0009;26,0;953,9324;28,43965024;-16,43083415;99;0,0053;0;No notes.;3,086;2024-05-10 11:30:14;may;-0,03561089213631108;0,03661089213631108
MI04;pablo;B-28;2024/05/10;11:30:30;0,002;2749;-0,103;0,067;0;0,038;0,0;26,0;953,9324;28,43965024;-16,43083415;115;0,0034;0;No notes.;3,086;2024-05-10 11:30:30;may;-0,035611490913840194;0,037611490913840195
MI04;pablo;B-28;2024/05/10;11:30:46;0,0;2749;-0,105;0,067;0;0,038;-0,0006;26,0;953,9324;28,43965024;-16,43083415;131;0,0031;0;No notes.;3,086;2024-05-10 11:30:46;may;-0,03561208967194285;0,03561208967194285
MI04;pablo;B-28;2024/05/10;11:31:02;-0,001;2749;-0,106;0,067;0;0,038;-0,0003;26,0;953,9324;28,43965024;-16,43083415;147;0,0019;0;No notes.;3,086;2024-05-10 11:31:02;may;-0,03561268841061882;0,03461268841061882
MI04;pablo;B-28;2024/05/10;11:31:19;-0,002;2749;-0,108;0,067;0;0,038;-0,0003;26,0;953,9324;28,43965024;-16,43083415;164;0,0034;0;No notes.;3,086;2024-05-10 11:31:19;may;-0,035613324549176206;0,033613324549176204
MI04;pablo;B-28;2024/05/10;11:31:34;-0,004;2749;-0,11;0,068;0;0,038;-0,0003;26,0;953,9324;28,43965024;-16,43083415;179;0,004;0;No notes.;3,086;2024-05-10 11:31:34;may;-0,03561388582969083;0,031613885829690824
MI04;pablo;B-28;2024/05/10;11:31:52;-0,005;2749;-0,111;0,068;0;0,038;-0,0003;26,0;953,9324;28,43965024;-16,43083415;197;0,0036;0;No notes.;3,086;2024-05-10 11:31:52;may;-0,03561455934377056;0,030614559343770557
MI04;pablo;B-28;2024/05/10;11:32:08;-0,007;2749;-0,113;0,068;0;0,038;-0,0004;26,0;953,9324;28,43965024;-16,43083415;213;0,0049;0;No notes.;3,086;2024-05-10 11:32:08;may;-0,03561515800231174;0,028615158002311743
MI04;pablo;B-28;2024/05/10;11:32:24;-0,01;2749;-0,116;0,068;0;0,038;-0,0004;26,0;953,9324;28,43965024;-16,43083415;229;0,0045;0;No notes.;3,086;2024-05-10 11:32:24;may;-0,035615756641426355;0,025615756641426353
MI05;pablo;B-28;2024/05/10;12:03:29;0,005;2815;-0,131;0,098;0;0,038;-0,0014;24,0;650,231;28,45049732;-16,44162601;125;0,0067;0;No notes.;3,086;2024-05-10 12:03:29;may;-0,035685402408109246;0,04068540240810924
MI05;pablo;B-28;2024/05/10;12:03:48;-0,002;2815;-0,139;0,099;0;0,038;-0,0003;24,0;650,231;28,45049732;-16,44162601;144;0,0067;0;No notes.;3,086;2024-05-10 12:03:48;may;-0,035686110577833885;0,03368611057783388
MI05;pablo;B-28;2024/05/10;12:04:04;0,0;2815;-0,137;0,099;0;0,038;-0,0003;24,0;650,231;28,45049732;-16,44162601;160;0,0045;0;No notes.;3,086;2024-05-10 12:04:04;may;-0,03568670691003828;0,03568670691003828
MI05;pablo;B-28;2024/05/10;12:04:35;0,006;2815;-0,131;0,099;0;0,038;0,001;24,0;650,231;28,45049732;-16,44162601;191;0,0038;0;No notes.;3,086;2024-05-10 12:04:35;may;-0,035687862248402036;0,041687862248402034
MI05;pablo;B-28;2024/05/10;12:04:51;0,011;2815;-0,127;0,1;0;0,038;0,0005;24,0;650,231;28,45049732;-16,44162601;207;0,0051;0;No notes.;3,086;2024-05-10 12:04:51;may;-0,035688458523540856;0,04668845852354085
MI05;pablo;B-28;2024/05/10;12:05:08;0,012;2815;-0,125;0,1;0;0,038;0,0004;24,0;650,231;28,45049732;-16,44162601;224;0,0048;0;No notes.;3,086;2024-05-10 12:05:08;may;-0,03568909204459003;0,04768909204459003
MI05;pablo;B-28;2024/05/10;12:05:29;0,014;2815;-0,124;0,1;0;0,038;0,0002;24,0;650,231;28,45049732;-16,44162601;245;0,0029;0;No notes.;3,086;2024-05-10 12:05:29;may;-0,035689874599137195;0,04968987459913719
MI05;pablo;B-28;2024/05/10;12:05:45;0,017;2815;-0,121;0,1;0;0,038;0,0004;24,0;650,231;28,45049732;-16,44162601;261;0,0039;0;No notes.;3,086;2024-05-10 12:05:45;may;-0,03569047080871113;0,05269047080871113
MI05;pablo;B-28;2024/05/10;12:06:01;0,019;2815;-0,119;0,101;0;0,038;0,0004;24,0;650,231;28,45049732;-16,44162601;277;0,0038;0;No notes.;3,086;2024-05-10 12:06:01;may;-0,03569106699885849;0,05469106699885849
MI06;pablo;B-28;2024/05/10;12:25:29;0,141;2819;-0,014;0,118;0;0,038;-0,0051;25,4;630,052;28,43874897;-16,45138098;51;0,0078;0;No notes.;3,086;2024-05-10 12:25:29;may;-0,0357345364083369;0,1767345364083369
MI06;pablo;B-28;2024/05/10;12:25:52;0,149;2819;-0,007;0,118;0;0,038;0,0007;25,4;630,052;28,43874897;-16,45138098;74;0,0027;0;No notes.;3,086;2024-05-10 12:25:52;may;-0,03573539135905912;0,18473539135905911
MI06;pablo;B-28;2024/05/10;12:26:39;0,15;2819;-0,006;0,118;0;0,038;0,0002;25,4;630,052;28,43874897;-16,45138098;121;0,0037;0;No notes.;3,086;2024-05-10 12:26:39;may;-0,03573713830744296;0,18573713830744296
MI06;pablo;B-28;2024/05/10;12:27:23;0,148;2819;-0,009;0,119;0;0,038;-0,0007;25,4;630,052;28,43874897;-16,45138098;165;0,0033;0;No notes.;3,086;2024-05-10 12:27:23;may;-0,03573877359656097;0,18373877359656096
MI06;pablo;B-28;2024/05/10;12:28:02;0,141;2819;-0,016;0,12;0;0,038;-0,0007;25,4;630,052;28,43874897;-16,45138098;204;0,004;0;No notes.;3,086;2024-05-10 12:28:02;may;-0,035740222934549926;0,1767402229345499
MI06;pablo;B-28;2024/05/10;12:28:34;0,145;2819;-0,013;0,12;0;0,038;0,0002;25,4;630,052;28,43874897;-16,45138098;236;0,004;0;No notes.;3,086;2024-05-10 12:28:34;may;-0,03574141204874559;0,18074141204874558
MI06;pablo;B-28;2024/05/10;12:29:04;0,147;2819;-0,012;0,121;0;0,038;0,0002;25,4;630,052;28,43874897;-16,45138098;266;0,0041;0;No notes.;3,086;2024-05-10 12:29:04;may;-0,03574252677273071;0,1827425267727307
MI06;pablo;B-28;2024/05/10;12:30:09;0,005;2819;-0,154;0,121;0;0,038;-0,0068;25,4;630,052;28,43874897;-16,45138098;331;0,009;0;No notes.;3,086;2024-05-10 12:30:09;may;-0,03574494177373633;0,040744941773736325
MI07;pablo;B-28;2024/05/10;13:01:51;0,155;2798;-0,028;0,145;0;0,038;-0,0066;25,5;735,6161;28,4232184;-16,45561179;119;0,009;0;No notes.;3,086;2024-05-10 13:01:51;may;-0,035815466466397994;0,190815466466398
MI07;pablo;B-28;2024/05/10;13:02:11;0,163;2798;-0,02;0,146;0;0,038;0,001;25,5;735,6161;28,4232184;-16,45561179;139;0,0042;0;No notes.;3,086;2024-05-10 13:02:11;may;-0,03581620659245499;0,198816206592455
MI07;pablo;B-28;2024/05/10;13:02:29;0,159;2798;-0,025;0,146;0;0,038;-0,0004;25,5;735,6161;28,4232184;-16,45561179;157;0,0036;0;No notes.;3,086;2024-05-10 13:02:29;may;-0,03581687267995348;0,19481687267995348
MI07;pablo;B-28;2024/05/10;13:02:45;0,158;2798;-0,026;0,146;0;0,038;-0,0002;25,5;735,6161;28,4232184;-16,45561179;173;0,0058;0;No notes.;3,086;2024-05-10 13:02:45;may;-0,035817464737089244;0,19381746473708925
MI07;pablo;B-28;2024/05/10;13:03:23;0,158;2798;-0,026;0,146;0;0,038;-0,0005;25,5;735,6161;28,4232184;-16,45561179;211;0,0051;0;No notes.;3,086;2024-05-10 13:03:23;may;-0,035818870794928404;0,1938188707949284
MI07;pablo;B-28;2024/05/10;13:03:46;0,159;2798;-0,026;0,147;0;0,038;0,0;25,5;735,6161;28,4232184;-16,45561179;234;0,0038;0;No notes.;3,086;2024-05-10 13:03:46;may;-0,035819721776702784;0,1948197217767028
MI07;pablo;B-28;2024/05/10;13:04:04;0,159;2798;-0,026;0,147;0;0,038;-0,0001;25,5;735,6161;28,4232184;-16,45561179;252;0,0042;0;No notes.;3,086;2024-05-10 13:04:04;may;-0,03582038773443763;0,19482038773443763
MI07;pablo;B-28;2024/05/10;13:04:21;0,16;2798;-0,026;0,147;0;0,038;0,0;25,5;735,6161;28,4232184;-16,45561179;269;0,0053;0;No notes.;3,086;2024-05-10 13:04:21;may;-0,035821016671944705;0,1958210166719447
MI07;pablo;B-28;2024/05/10;13:04:39;0,16;2798;-0,025;0,147;0;0,038;0,0002;25,5;735,6161;28,4232184;-16,45561179;287;0,0026;0;No notes.;3,086;2024-05-10 13:04:39;may;-0,035821682581871905;0,1958216825818719
MI07;pablo;B-28;2024/05/10;13:04:56;0,16;2798;-0,025;0,148;0;0,038;0,0;25,5;735,6161;28,4232184;-16,45561179;304;0,0042;0;No notes.;3,086;2024-05-10 13:04:56;may;-0,03582231147422732;0,19582231147422732
MI09;pablo;B-28;2024/05/10;14:39:32;0,301;2813;0,083;0,18;0;0,038;-0,005;25,3;655,6547;28,41547763;-16,47643061;142;0,0091;0;No notes.;3,086;2024-05-10 14:39:32;may;-0,03603106147657098;0,33703106147657097
MI09;pablo;B-28;2024/05/10;14:39:50;0,309;2813;0,091;0,18;0;0,038;0,0001;25,3;655,6547;28,41547763;-16,47643061;160;0,0038;0;No notes.;3,086;2024-05-10 14:39:50;may;-0,03603171958565121;0,3450317195856512
MI09;pablo;B-28;2024/05/10;14:40:08;0,309;2813;0,091;0,18;0;0,038;0,0002;25,3;655,6547;28,41547763;-16,47643061;178;0,0043;0;No notes.;3,086;2024-05-10 14:40:08;may;-0,036032377670144555;0,34503237767014455
MI09;pablo;B-28;2024/05/10;14:40:25;0,309;2813;0,091;0,18;0;0,038;0,0001;25,3;655,6547;28,41547763;-16,47643061;195;0,0041;0;No notes.;3,086;2024-05-10 14:40:25;may;-0,03603299917181246;0,34503299917181246
MI09;pablo;B-28;2024/05/10;14:40:40;0,309;2813;0,091;0,18;0;0,038;-0,0003;25,3;655,6547;28,41547763;-16,47643061;210;0,0047;0;No notes.;3,086;2024-05-10 14:40:40;may;-0,036033547537424715;0,3450335475374247
MI09;pablo;B-28;2024/05/10;14:41:04;0,31;2813;0,093;0,18;0;0,038;0,0003;25,3;655,6547;28,41547763;-16,47643061;234;0,0045;0;No notes.;3,086;2024-05-10 14:41:04;may;-0,036034424886890015;0,34603442488689
MI09;pablo;B-28;2024/05/10;14:41:23;0,312;2813;0,094;0,18;0;0,038;0,0002;25,3;655,6547;28,41547763;-16,47643061;253;0,0033;0;No notes.;3,086;2024-05-10 14:41:23;may;-0,036035119424217554;0,34803511942421755
MI09;pablo;B-28;2024/05/10;14:41:40;0,31;2813;0,093;0,18;0;0,038;-0,0002;25,3;655,6547;28,41547763;-16,47643061;270;0,004;0;No notes.;3,086;2024-05-10 14:41:40;may;-0,036035740829131746;0,34603574082913174
MI09;pablo;B-28;2024/05/10;14:41:55;0,311;2813;0,093;0,18;0;0,038;0,0002;25,3;655,6547;28,41547763;-16,47643061;285;0,0034;0;No notes.;3,086;2024-05-10 14:41:55;may;-0,036036289109373176;0,3470362891093732
IPNA_out;pablo;B-28;2024/05/10;16:59:21;0,14;2834;-0,011;0,113;0;0,038;0,001;24,1;607,7105;28,4795576;-16,32038175;76;0,0026;0;No notes.;3,086;2024-05-10 16:59:21;may;-0,036335112376262635;0,17633511237626265
IPNA_out;pablo;B-28;2024/05/10;16:59:40;0,14;2834;-0,011;0,113;0;0,038;0,0003;24,1;607,7105;28,4795576;-16,32038175;95;0,0056;0;No notes.;3,086;2024-05-10 16:59:40;may;-0,03633579495081929;0,1763357949508193
IPNA_out;pablo;B-28;2024/05/10;16:59:55;0,139;2834;-0,011;0,112;0;0,038;0,0003;24,1;607,7105;28,4795576;-16,32038175;110;0,0048;0;No notes.;3,086;2024-05-10 16:59:55;may;-0,03633633380611856;0,17533633380611857
IPNA_out;pablo;B-28;2024/05/10;17:00:11;0,137;2834;-0,013;0,112;0;0,038;-0,0003;24,1;607,7105;28,4795576;-16,32038175;126;0,0029;0;No notes.;3,086;2024-05-10 17:00:11;may;-0,03633690856628502;0,17333690856628503
IPNA_out;pablo;B-28;2024/05/10;17:00:27;0,137;2834;-0,013;0,112;0;0,038;0,0002;24,1;607,7105;28,4795576;-16,32038175;142;0,0064;0;No notes.;3,086;2024-05-10 17:00:27;may;-0,0363374833070248;0,1733374833070248
IPNA_out;pablo;B-28;2024/05/10;17:00:43;0,137;2834;-0,012;0,112;0;0,038;0,0003;24,1;607,7105;28,4795576;-16,32038175;158;0,0028;0;No notes.;3,086;2024-05-10 17:00:43;may;-0,036338058028337894;0,1733380580283379
IPNA_out;pablo;B-28;2024/05/10;17:00:59;0,139;2834;-0,01;0,112;0;0,038;0,0007;24,1;607,7105;28,4795576;-16,32038175;174;0,0064;0;No notes.;3,086;2024-05-10 17:00:59;may;-0,03633863273022442;0,17533863273022443
IPNA_out;pablo;B-28;2024/05/10;17:01:16;0,136;2834;-0,013;0,111;0;0,038;-0,0004;24,1;607,7105;28,4795576;-16,32038175;191;0,0028;0;No notes.;3,086;2024-05-10 17:01:16;may;-0,03633924332969307;0,17233924332969308
CHIP;pablo;B-28;2024/06/03;08:30:00;0,115;2521;-0,013;0,091;0;0,038;0,0018;25,3;1946,8109;28,37399983;-16,46387039;178;0,0052;0;No notes.;3,086;2024-06-03 08:30:00;june;0,0;0,115
CHIP;pablo;B-28;2024/06/03;08:31:10;0,115;2521;-0,016;0,093;0;0,038;-0,0002;25,3;1946,8109;28,37399983;-16,46387039;248;0,0027;0;No notes.;3,086;2024-06-03 08:31:10;june;3,188295368578009e-06;0,11499681170463143
CHIP;pablo;B-28;2024/06/03;08:31:28;0,116;2521;-0,016;0,094;0;0,038;0,0003;25,3;1946,8109;28,37399983;-16,46387039;266;0,0034;0;No notes.;3,086;2024-06-03 08:31:28;june;4,008183959264278e-06;0,11599599181604074
CHIP;pablo;B-28;2024/06/03;08:31:44;0,117;2521;-0,015;0,094;0;0,038;0,0001;25,3;1946,8109;28,37399983;-16,46387039;282;0,0029;0;No notes.;3,086;2024-06-03 08:31:44;june;4,736987970641038e-06;0,11699526301202937
CHIP;pablo;B-28;2024/06/03;08:32:00;0,117;2521;-0,015;0,094;0;0,038;0,0001;25,3;1946,8109;28,37399983;-16,46387039;298;0,0035;0;No notes.;3,086;2024-06-03 08:32:00;june;5,4658053024736475e-06;0,11699453419469753
CHIP;pablo;B-28;2024/06/03;08:32:22;0,117;2521;-0,015;0,095;0;0,038;-0,0002;25,3;1946,8109;28,37399983;-16,46387039;320;0,0046;0;No notes.;3,086;2024-06-03 08:32:22;june;6,467950883576323e-06;0,11699353204911643
GUI20;pablo;B-28;2024/06/03;12:10:08;0,155;2434;-0,037;0,155;0;0,038;-0,007;25,1;2380,9379;28,30476937;-16,50154424;97;0,0096;0;No notes.;3,086;2024-06-03 12:10:08;june;0,0006061003520847763;0,15439389964791522
GUI20;pablo;B-28;2024/06/03;12:10:35;0,166;2434;-0,026;0,154;0;0,038;0,0;25,1;2380,9379;28,30476937;-16,50154424;124;0,0035;0;No notes.;3,086;2024-06-03 12:10:35;june;0,0006073486487737229;0,16539265135122627
GUI20;pablo;B-28;2024/06/03;12:10:51;0,164;2434;-0,028;0,154;0;0,038;0,0004;25,1;2380,9379;28,30476937;-16,50154424;140;0,0064;0;No notes.;3,086;2024-06-03 12:10:51;june;0,0006080883980443402;0,16339191160195565
GUI20;pablo;B-28;2024/06/03;12:11:10;0,165;2434;-0,026;0,154;0;0,038;-0,0004;25,1;2380,9379;28,30476937;-16,50154424;159;0,0022;0;No notes.;3,086;2024-06-03 12:11:10;june;0,0006089668676041715;0,16439103313239584
GUI20;pablo;B-28;2024/06/03;12:12:06;0,166;2434;-0,025;0,153;0;0,037;-0,0001;25,1;2380,9379;28,30476937;-16,50154424;215;0,0024;1;No notes.;3,086;2024-06-03 12:12:06;june;0,0006115561503131361;0,16538844384968687
GUI20;pablo;B-28;2024/06/03;12:12:47;0,167;2434;-0,023;0,153;0;0,037;0,0008;25,1;2380,9379;28,30476937;-16,50154424;256;0,0021;2;No notes.;3,086;2024-06-03 12:12:47;june;0,0006134519786213793;0,16638654802137864
GUI20;pablo;B-28;2024/06/03;12:13:02;0,165;2434;-0,025;0,153;0;0,037;-0,0003;25,1;2380,9379;28,30476937;-16,50154424;271;0,0031;3;No notes.;3,086;2024-06-03 12:13:02;june;0,0006141455961977821;0,1643858544038022
GUI20;pablo;B-28;2024/06/03;12:13:18;0,166;2434;-0,024;0,152;0;0,037;0,0002;25,1;2380,9379;28,30476937;-16,50154424;287;0,0042;3;No notes.;3,086;2024-06-03 12:13:18;june;0,000614885467850157;0,16538511453214985
GUI20;pablo;B-28;2024/06/03;12:13:35;0,166;2434;-0,023;0,152;0;0,036;0,0003;25,1;2380,9379;28,30476937;-16,50154424;304;0,0031;4;No notes.;3,086;2024-06-03 12:13:35;june;0,0006156715960760895;0,16538432840392392
GUI20;pablo;B-28;2024/06/03;12:13:52;0,165;2434;-0,024;0,152;0;0,036;-0,0002;25,1;2380,9379;28,30476937;-16,50154424;321;0,0026;4;No notes.;3,086;2024-06-03 12:13:52;june;0,0006164577393395626;0,16438354226066043
GUI20;pablo;B-28;2024/06/03;12:14:08;0,166;2434;-0,021;0,152;0;0,036;0,0005;25,1;2380,9379;28,30476937;-16,50154424;337;0,0113;5;No notes.;3,086;2024-06-03 12:14:08;june;0,0006171976526183898;0,16538280234738162
GUI20;pablo;B-28;2024/06/03;12:14:31;0,16;2434;-0,028;0,152;0;0,036;-0,0014;25,1;2380,9379;28,30476937;-16,50154424;360;0,0042;6;No notes.;3,086;2024-06-03 12:14:31;june;0,0006182613012935406;0,15938173869870648
GUI20;pablo;B-28;2024/06/03;12:14:48;0,163;2434;-0,025;0,152;0;0,036;-0,0003;25,1;2380,9379;28,30476937;-16,50154424;377;0,0025;5;No notes.;3,086;2024-06-03 12:14:48;june;0,0006190474940924867;0,1623809525059075
GUI21;pablo;B-28;2024/06/03;12:39:02;0,145;2448;-0,03;0,137;0;0,037;0,0006;25,4;2301,9061;28,3026526;-16,49293235;114;0,0031;1;No notes.;3,086;2024-06-03 12:39:02;june;0,0006863457467648076;0,14431365425323517
GUI21;pablo;B-28;2024/06/03;12:39:25;0,141;2448;-0,033;0,136;0;0,037;-0,0001;25,4;2301,9061;28,3026526;-16,49293235;137;0,0028;1;No notes.;3,086;2024-06-03 12:39:25;june;0,0006874111834001134;0,14031258881659986
GUI21;pablo;B-28;2024/06/03;12:39:50;0,141;2448;-0,032;0,136;0;0,037;-0,0001;25,4;2301,9061;28,3026526;-16,49293235;162;0,0029;1;No notes.;3,086;2024-06-03 12:39:50;june;0,0006885692979192171;0,14031143070208077
GUI21;pablo;B-28;2024/06/03;12:40:27;0,139;2448;-0,034;0,135;0;0,037;0,0;25,4;2301,9061;28,3026526;-16,49293235;199;0,0023;2;No notes.;3,086;2024-06-03 12:40:27;june;0,0006902833670893865;0,13830971663291064
GUI21;pablo;B-28;2024/06/03;12:41:02;0,137;2448;-0,036;0,135;0;0,037;0,0003;25,4;2301,9061;28,3026526;-16,49293235;234;0,0021;2;No notes.;3,086;2024-06-03 12:41:02;june;0,0006919048494336555;0,13630809515056636
GUI21;pablo;B-28;2024/06/03;12:41:23;0,132;2448;-0,039;0,135;0;0,037;0,0;25,4;2301,9061;28,3026526;-16,49293235;255;0,0038;2;No notes.;3,086;2024-06-03 12:41:23;june;0,0006928777694356486;0,13130712223056434
GUI21;pablo;B-28;2024/06/03;12:41:40;0,131;2448;-0,04;0,134;0;0,036;-0,0001;25,4;2301,9061;28,3026526;-16,49293235;272;0,0034;4;No notes.;3,086;2024-06-03 12:41:40;june;0,0006936653881487176;0,1303063346118513
GUI21;pablo;B-28;2024/06/03;12:41:57;0,13;2448;-0,041;0,134;0;0,037;-0,0002;25,4;2301,9061;28,3026526;-16,49293235;289;0,0036;3;No notes.;3,086;2024-06-03 12:41:57;june;0,0006944530218993411;0,12930554697810065
GUI21;pablo;B-28;2024/06/03;12:42:22;0,129;2448;-0,041;0,134;0;0,036;0,0;25,4;2301,9061;28,3026526;-16,49293235;314;0,0019;5;No notes.;3,086;2024-06-03 12:42:22;june;0,0006956113341440723;0,12830438866585592
GUI21;pablo;B-28;2024/06/03;12:42:41;0,128;2448;-0,043;0,134;0;0,036;-0,0002;25,4;2301,9061;28,3026526;-16,49293235;333;0,0025;5;No notes.;3,086;2024-06-03 12:42:41;june;0,0006964916731998921;0,1273035083268001
GUI21;pablo;B-28;2024/06/03;12:43:00;0,128;2448;-0,041;0,133;0;0,036;0,0001;25,4;2301,9061;28,3026526;-16,49293235;352;0,0031;5;No notes.;3,086;2024-06-03 12:43:00;june;0,0006973720310396586;0,12730262796896036
GUI21;pablo;B-28;2024/06/03;12:43:23;0,126;2448;-0,043;0,133;0;0,036;-0,0003;25,4;2301,9061;28,3026526;-16,49293235;375;0,0027;6;No notes.;3,086;2024-06-03 12:43:23;june;0,0006984377525039581;0,12530156224749606
GUI21;pablo;B-28;2024/06/03;12:43:45;0,125;2448;-0,044;0,133;0;0,035;-0,0001;25,4;2301,9061;28,3026526;-16,49293235;397;0,0025;7;No notes.;3,086;2024-06-03 12:43:45;june;0,0006994571640087932;0,1243005428359912
GUI21;pablo;B-28;2024/06/03;12:44:03;0,125;2448;-0,042;0,133;0;0,035;0,0003;25,4;2301,9061;28,3026526;-16,49293235;415;0,0031;7;No notes.;3,086;2024-06-03 12:44:03;june;0,0007002912466992084;0,12429970875330079
GUI21;pablo;B-28;2024/06/03;12:44:20;0,126;2448;-0,041;0,132;0;0,035;0,0003;25,4;2301,9061;28,3026526;-16,49293235;432;0,0021;9;No notes.;3,086;2024-06-03 12:44:20;june;0,000701079006942204;0,12529892099305778
GUI21;pablo;B-28;2024/06/03;12:44:40;0,128;2448;-0,039;0,132;0;0,035;0,0001;25,4;2301,9061;28,3026526;-16,49293235;452;0,0031;9;No notes.;3,086;2024-06-03 12:44:40;june;0,0007020058029509058;0,1272979941970491
GUI21;pablo;B-28;2024/06/03;12:44:58;0,127;2448;-0,039;0,132;0;0,035;-0,0002;25,4;2301,9061;28,3026526;-16,49293235;470;0,0031;9;No notes.;3,086;2024-06-03 12:44:58;june;0,0007028399371540456;0,12629716006284597
GUI21;pablo;B-28;2024/06/03;12:45:18;0,131;2448;-0,035;0,132;0;0,034;0,0006;25,4;2301,9061;28,3026526;-16,49293235;490;0,0049;10;No notes.;3,086;2024-06-03 12:45:18;june;0,0007037667727078784;0,1302962332272921
GUI22;pablo;B-28;2024/06/03;13:09:42;0,084;2477;-0,067;0,114;0;0,038;-0,0017;24,9;2188,9511;28,29914265;-16,48964248;197;0,004;0;No notes.;3,086;2024-06-03 13:09:42;june;0,0007716676581421139;0,08322833234185789
GUI22;pablo;B-28;2024/06/03;13:10:07;0,062;2477;-0,088;0,112;0;0,038;-0,0009;24,9;2188,9511;28,29914265;-16,48964248;222;0,0027;0;No notes.;3,086;2024-06-03 13:10:07;june;0,0007728281362631706;0,06122717186373683
GUI22;pablo;B-28;2024/06/03;13:12:33;0,052;2477;-0,096;0,11;0;0,038;0,0003;24,9;2188,9511;28,29914265;-16,48964248;368;0,0019;0;No notes.;3,086;2024-06-03 13:12:33;june;0,0007796059780188908;0,05122039402198111
GUI22;pablo;B-28;2024/06/03;13:12:49;0,049;2477;-0,099;0,11;0;0,038;-0,0005;24,9;2188,9511;28,29914265;-16,48964248;384;0,0034;0;No notes.;3,086;2024-06-03 13:12:49;june;0,0007803488226324484;0,04821965117736755
GUI22;pablo;B-28;2024/06/03;13:13:05;0,047;2477;-0,1;0,11;0;0,038;0,0003;24,9;2188,9511;28,29914265;-16,48964248;400;0,0031;0;No notes.;3,086;2024-06-03 13:13:05;june;0,0007810916805664758;0,046218908319433524
GUI22;pablo;B-28;2024/06/03;13:13:22;0,044;2477;-0,104;0,109;0;0,038;-0,0008;24,9;2188,9511;28,29914265;-16,48964248;417;0,0038;0;No notes.;3,086;2024-06-03 13:13:22;june;0,0007818809817166511;0,043218119018283346
GUI22;pablo;B-28;2024/06/03;13:13:37;0,039;2477;-0,108;0,109;0;0,038;-0,0007;24,9;2188,9511;28,29914265;-16,48964248;432;0,0028;0;No notes.;3,086;2024-06-03 13:13:37;june;0,000782577436395912;0,03821742256360409
GUI22;pablo;B-28;2024/06/03;13:13:54;0,037;2477;-0,11;0,109;0;0,038;-0,0008;24,9;2188,9511;28,29914265;-16,48964248;449;0,0032;0;No notes.;3,086;2024-06-03 13:13:54;june;0,0007833667658520699;0,03621663323414793
GUI23;pablo;B-28;2024/06/03;13:43:03;0,124;2524;0,003;0,083;0;0,038;0,0001;25,4;1948,0342;28,29901841;-16,47440855;117;0,0028;0;No notes.;3,086;2024-06-03 13:43:03;june;0,0008646551956960347;0,12313534480430396
GUI23;pablo;B-28;2024/06/03;13:44:12;0,11;2524;-0,01;0,082;0;0,038;-0,0006;25,4;1948,0342;28,29901841;-16,47440855;186;0,0028;0;No notes.;3,086;2024-06-03 13:44:12;june;0,0008678653784495588;0,10913213462155044
GUI23;pablo;B-28;2024/06/03;13:45:05;0,097;2524;-0,021;0,081;0;0,038;-0,0001;25,4;1948,0342;28,29901841;-16,47440855;239;0,0029;0;No notes.;3,086;2024-06-03 13:45:05;june;0,0008703313392222634;0,09612966866077774
GUI23;pablo;B-28;2024/06/03;13:46:15;0,09;2524;-0,028;0,08;0;0,038;-0,0002;25,4;1948,0342;28,29901841;-16,47440855;309;0,0024;0;No notes.;3,086;2024-06-03 13:46:15;june;0,0008735884925470533;0,08912641150745294
GUI23;pablo;B-28;2024/06/03;13:46:42;0,088;2524;-0,029;0,079;0;0,038;-0,0001;25,4;1948,0342;28,29901841;-16,47440855;336;0,0028;0;No notes.;3,086;2024-06-03 13:46:42;june;0,0008748448912524742;0,08712515510874752
GUI23;pablo;B-28;2024/06/03;13:47:06;0,142;2524;0,026;0,079;0;0,038;0,0016;25,4;1948,0342;28,29901841;-16,47440855;360;0,0037;0;No notes.;3,086;2024-06-03 13:47:06;june;0,0008759617219459837;0,141124038278054
GUI23;pablo;B-28;2024/06/03;13:47:40;0,138;2524;0,022;0,078;0;0,038;-0,0006;25,4;1948,0342;28,29901841;-16,47440855;394;0,0028;0;No notes.;3,086;2024-06-03 13:47:40;june;0,0008775439500663812;0,13712245604993362
GUI23;pablo;B-28;2024/06/03;13:47:58;0,131;2524;0,016;0,078;0;0,038;-0,0008;25,4;1948,0342;28,29901841;-16,47440855;412;0,0021;0;No notes.;3,086;2024-06-03 13:47:58;june;0,0008783816245992448;0,13012161837540076
GUI23;pablo;B-28;2024/06/03;13:48:13;0,128;2524;0,013;0,077;0;0,038;-0,0007;25,4;1948,0342;28,29901841;-16,47440855;427;0,0053;0;No notes.;3,086;2024-06-03 13:48:13;june;0,0008790796995881561;0,12712092030041183
GUI23;pablo;B-28;2024/06/03;13:48:30;0,129;2524;0,014;0,077;0;0,038;0,0005;25,4;1948,0342;28,29901841;-16,47440855;444;0,0022;0;No notes.;3,086;2024-06-03 13:48:30;june;0,0008798708653952325;0,12812012913460477
